SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE,fecha_measure,hora,num_dia,num_dia_sem,nom_dia,mes_nombre,mes,trimestre,anio
12069,4738,2019-11-19T04:33:51.753485Z,TXN,"",,,,1057.38114687067,"",,2019-11-19,22,18,1,lun,nov,11,4,2019
12070,4738,2019-11-19T10:10:21.655114Z,TXN,"",,,,216.709012078296,"",,2019-11-19,4,19,2,mar,nov,11,4,2019
12071,4738,2019-11-22T00:34:59.982931Z,TXN,"",,,,14.7825551307264,"",,2019-11-22,18,21,4,jue,nov,11,4,2019
12072,4738,2019-11-22T07:24:31.283251Z,TXN,"",,,,327.981425272964,"",,2019-11-22,1,22,5,vie,nov,11,4,2019
12073,4738,2019-11-23T00:35:26.448979Z,TXN,"",,,,331.808359346438,"",,2019-11-23,18,22,5,vie,nov,11,4,2019
12074,4740,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12075,4741,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12076,4744,2020-01-29T22:05:50.233488Z,RESPONSE,"",,,,,"",,2020-01-29,16,29,3,mié,ene,1,1,2020
12077,4744,2020-02-03T11:31:30.675360Z,RISK,"",,,,,"",,2020-02-03,5,3,1,lun,feb,2,1,2020
12078,4744,2020-02-04T11:10:06.524861Z,APPROVED,DIGITAL,0.43,100,38,,"",,2020-02-04,5,4,2,mar,feb,2,1,2020
12079,4744,2020-02-08T05:31:28.687901Z,TXN,"",,,,2515.93054705386,"",,2020-02-08,23,7,5,vie,feb,2,1,2020
12080,4744,2020-02-08T07:40:18.675062Z,TXN,"",,,,749.529862686246,"",,2020-02-08,1,8,6,sáb,feb,2,1,2020
12081,4744,2020-04-06T06:20:52.604246Z,TXN,"",,,,2722.31924783812,"",,2020-04-06,1,6,1,lun,abr,4,2,2020
12082,4745,2019-12-22T05:52:38.953834Z,RESPONSE,"",,,,,"",,2019-12-22,23,21,6,sáb,dic,12,4,2019
12083,4745,2019-12-23T04:28:19.374413Z,RISK,"",,,,,"",,2019-12-23,22,22,7,dom,dic,12,4,2019
12084,4745,2019-12-25T00:42:07.298928Z,APPROVED,DIGITAL,0.48,22400,38,,"",,2019-12-25,18,24,2,mar,dic,12,4,2019
12085,4745,2019-12-25T15:22:06.970512Z,TXN,"",,,,645.392962787184,"",,2019-12-25,9,25,3,mié,dic,12,4,2019
12086,4746,2019-11-12T05:04:53.176944Z,RESPONSE,"",,,,,"",,2019-11-12,23,11,1,lun,nov,11,4,2019
12087,4746,2019-11-12T23:50:00.987331Z,RISK,"",,,,,"",,2019-11-12,17,12,2,mar,nov,11,4,2019
12088,4746,2019-11-19T09:52:27.475968Z,APPROVED,DIGITAL,0.45,500,40,,"",,2019-11-19,3,19,2,mar,nov,11,4,2019
12089,4746,2019-11-20T22:14:22.480512Z,TXN,"",,,,4665.78958423161,"",,2019-11-20,16,20,3,mié,nov,11,4,2019
12090,4747,2019-11-15T01:13:30.082109Z,RESPONSE,"",,,,,"",,2019-11-15,19,14,4,jue,nov,11,4,2019
12091,4747,2019-11-27T08:49:00.585782Z,RISK,"",,,,,"",,2019-11-27,2,27,3,mié,nov,11,4,2019
12092,4747,2019-11-29T03:01:09.066259Z,APPROVED,PLASTIC,0.34,2400,47,,"",,2019-11-29,21,28,4,jue,nov,11,4,2019
12093,4747,2019-12-05T23:12:06.123888Z,DELIVERED,"",,,,,44100,2,2019-12-05,17,5,4,jue,dic,12,4,2019
12094,4747,2019-12-06T18:55:58.722154Z,TXN,"",,,,5.3053547052478,"",,2019-12-06,12,6,5,vie,dic,12,4,2019
12095,4747,2019-12-07T00:47:58.053034Z,TXN,"",,,,37049.2499570236,"",,2019-12-07,18,6,5,vie,dic,12,4,2019
12096,4747,2019-12-07T01:07:31.953418Z,TXN,"",,,,298.509428634748,"",,2019-12-07,19,6,5,vie,dic,12,4,2019
12097,4748,2019-11-17T13:18:26.112096Z,RESPONSE,"",,,,,"",,2019-11-17,7,17,7,dom,nov,11,4,2019
12098,4748,2019-11-19T16:07:00.499152Z,RISK,"",,,,,"",,2019-11-19,10,19,2,mar,nov,11,4,2019
12099,4748,2019-11-22T01:35:33.327226Z,APPROVED,PLASTIC,0.39,700,48,,"",,2019-11-22,19,21,4,jue,nov,11,4,2019
12100,4748,2019-11-22T16:23:50.388058Z,DELIVERED,"",,,,,11560,0,2019-11-22,10,22,5,vie,nov,11,4,2019
12101,4749,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12102,4750,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12103,4751,2019-11-11T10:50:30.084317Z,RESPONSE,"",,,,,"",,2019-11-11,4,11,1,lun,nov,11,4,2019
12104,4751,2019-11-14T11:08:19.717267Z,RISK,"",,,,,"",,2019-11-14,5,14,4,jue,nov,11,4,2019
12105,4751,2019-11-15T10:27:08.819654Z,APPROVED,PLASTIC,0.34,10800,43,,"",,2019-11-15,4,15,5,vie,nov,11,4,2019
12106,4751,2019-11-17T03:53:21.274915Z,DELIVERED,"",,,,,53100,4,2019-11-17,21,16,6,sáb,nov,11,4,2019
12107,4751,2019-11-17T11:26:48.745853Z,TXN,"",,,,80.2994483911137,"",,2019-11-17,5,17,7,dom,nov,11,4,2019
12108,4751,2020-01-10T08:59:53.547907Z,TXN,"",,,,8739.61312880194,"",,2020-01-10,2,10,5,vie,ene,1,1,2020
12109,4751,2020-01-26T04:17:50.579405Z,TXN,"",,,,57.5118067220339,"",,2020-01-26,22,25,6,sáb,ene,1,1,2020
12110,4752,2019-11-11T17:41:30.654499Z,RESPONSE,"",,,,,"",,2019-11-11,11,11,1,lun,nov,11,4,2019
12111,4752,2019-11-13T15:10:44.818579Z,RISK,"",,,,,"",,2019-11-13,9,13,3,mié,nov,11,4,2019
12112,4752,2019-11-16T05:51:20.539440Z,REJECTED,EMPTY,,,,,"",,2019-11-16,23,15,5,vie,nov,11,4,2019
12113,4753,2019-11-11T20:07:39.652637Z,RESPONSE,"",,,,,"",,2019-11-11,14,11,1,lun,nov,11,4,2019
12114,4753,2019-11-12T12:24:02.513232Z,RISK,"",,,,,"",,2019-11-12,6,12,2,mar,nov,11,4,2019
12115,4753,2019-11-21T11:17:08.904480Z,APPROVED,DIGITAL,0.36,13000,30,,"",,2019-11-21,5,21,4,jue,nov,11,4,2019
12116,4753,2019-11-21T11:46:50.624458Z,TXN,"",,,,1192.42413092801,"",,2019-11-21,5,21,4,jue,nov,11,4,2019
12117,4753,2019-11-21T21:06:44.514346Z,TXN,"",,,,109.709131003396,"",,2019-11-21,15,21,4,jue,nov,11,4,2019
12118,4755,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12119,4756,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12120,4757,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12121,4758,2019-11-17T08:45:54.139421Z,RESPONSE,"",,,,,"",,2019-11-17,2,17,7,dom,nov,11,4,2019
12122,4758,2019-11-19T03:08:20.966554Z,RISK,"",,,,,"",,2019-11-19,21,18,1,lun,nov,11,4,2019
12123,4758,2019-11-21T13:04:51.000758Z,APPROVED,PLASTIC,0.37,19500,49,,"",,2019-11-21,7,21,4,jue,nov,11,4,2019
12124,4758,2019-12-02T09:13:30.729302Z,DELIVERED,"",,,,,64000,2,2019-12-02,3,2,1,lun,dic,12,4,2019
12125,4758,2019-12-03T09:40:59.118874Z,TXN,"",,,,870.315334637199,"",,2019-12-03,3,3,2,mar,dic,12,4,2019
12126,4758,2019-12-03T09:50:02.274806Z,TXN,"",,,,72.6999309417442,"",,2019-12-03,3,3,2,mar,dic,12,4,2019
12127,4758,2020-02-03T07:03:46.650989Z,TXN,"",,,,95.778585268801,"",,2020-02-03,1,3,1,lun,feb,2,1,2020
12128,4758,2020-02-03T11:52:08.506733Z,TXN,"",,,,1966.96550607955,"",,2020-02-03,5,3,1,lun,feb,2,1,2020
12129,4758,2020-02-05T21:22:37.268141Z,TXN,"",,,,323.384482312443,"",,2020-02-05,15,5,3,mié,feb,2,1,2020
12130,4760,2020-01-11T18:34:31.801930Z,RESPONSE,"",,,,,"",,2020-01-11,12,11,6,sáb,ene,1,1,2020
12131,4760,2020-01-18T17:46:16.570416Z,RISK,"",,,,,"",,2020-01-18,11,18,6,sáb,ene,1,1,2020
12132,4760,2020-01-21T11:56:01.005677Z,REJECTED,USAGE,,,,,"",,2020-01-21,5,21,2,mar,ene,1,1,2020
12133,4761,2019-11-13T22:16:54.916723Z,RESPONSE,"",,,,,"",,2019-11-13,16,13,3,mié,nov,11,4,2019
12134,4761,2019-11-15T13:22:55.144502Z,RISK,"",,,,,"",,2019-11-15,7,15,5,vie,nov,11,4,2019
12135,4761,2019-11-18T00:29:18.090355Z,REJECTED,USAGE,,,,,"",,2019-11-18,18,17,7,dom,nov,11,4,2019
12136,4763,2019-11-14T02:38:03.422976Z,RESPONSE,"",,,,,"",,2019-11-14,20,13,3,mié,nov,11,4,2019
12137,4763,2019-11-15T03:41:18.743165Z,RISK,"",,,,,"",,2019-11-15,21,14,4,jue,nov,11,4,2019
12138,4763,2019-11-17T19:09:58.783738Z,REJECTED,MOP,,,,,"",,2019-11-17,13,17,7,dom,nov,11,4,2019
12139,4764,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12140,4766,2019-11-13T03:01:07.966992Z,RESPONSE,"",,,,,"",,2019-11-13,21,12,2,mar,nov,11,4,2019
12141,4766,2019-11-14T04:53:22.448861Z,RISK,"",,,,,"",,2019-11-14,22,13,3,mié,nov,11,4,2019
12142,4766,2019-11-24T00:10:41.538144Z,REJECTED,INCOME,,,,,"",,2019-11-24,18,23,6,sáb,nov,11,4,2019
12143,4767,2019-11-12T00:32:56.181581Z,RESPONSE,"",,,,,"",,2019-11-12,18,11,1,lun,nov,11,4,2019
12144,4767,2019-11-13T16:31:38.759606Z,RISK,"",,,,,"",,2019-11-13,10,13,3,mié,nov,11,4,2019
12145,4767,2019-11-14T01:23:44.881526Z,APPROVED,PLASTIC,0.3,18800,34,,"",,2019-11-14,19,13,3,mié,nov,11,4,2019
12146,4767,2019-11-16T09:12:37.987286Z,DELIVERED,"",,,,,44100,2,2019-11-16,3,16,6,sáb,nov,11,4,2019
12147,4767,2019-11-16T17:23:58.042349Z,TXN,"",,,,1428.1656793684,"",,2019-11-16,11,16,6,sáb,nov,11,4,2019
12148,4769,2019-11-11T08:10:59.082154Z,RESPONSE,"",,,,,"",,2019-11-11,2,11,1,lun,nov,11,4,2019
12149,4769,2019-11-12T05:33:29.685139Z,RISK,"",,,,,"",,2019-11-12,23,11,1,lun,nov,11,4,2019
12150,4769,2019-11-23T00:11:24.204019Z,REJECTED,USAGE,,,,,"",,2019-11-23,18,22,5,vie,nov,11,4,2019
12151,4770,2020-01-26T11:49:15.705091Z,RESPONSE,"",,,,,"",,2020-01-26,5,26,7,dom,ene,1,1,2020
12152,4770,2020-01-29T19:29:20.087952Z,RISK,"",,,,,"",,2020-01-29,13,29,3,mié,ene,1,1,2020
12153,4770,2020-01-31T22:22:42.961757Z,APPROVED,DIGITAL,0.36,33500,46,,"",,2020-01-31,16,31,5,vie,ene,1,1,2020
12154,4770,2020-02-01T02:03:07.793568Z,TXN,"",,,,928.907156460798,"",,2020-02-01,20,31,5,vie,ene,1,1,2020
12155,4770,2020-02-01T11:20:39.094512Z,TXN,"",,,,630.945068473293,"",,2020-02-01,5,1,6,sáb,feb,2,1,2020
12156,4770,2020-06-14T00:30:30.245530Z,TXN,"",,,,54.628661795903,"",,2020-06-14,19,13,6,sáb,jun,6,2,2020
12157,4772,2019-11-14T14:23:30.921302Z,RESPONSE,"",,,,,"",,2019-11-14,8,14,4,jue,nov,11,4,2019
12158,4772,2019-11-21T12:39:39.601671Z,RISK,"",,,,,"",,2019-11-21,6,21,4,jue,nov,11,4,2019
12159,4772,2019-11-21T23:22:32.026742Z,APPROVED,PLASTIC,0.4,39700,45,,"",,2019-11-21,17,21,4,jue,nov,11,4,2019
12160,4772,2019-11-22T18:33:26.481802Z,DELIVERED,"",,,,,11560,1,2019-11-22,12,22,5,vie,nov,11,4,2019
12161,4772,2019-11-23T15:43:50.164867Z,TXN,"",,,,84.8888812936363,"",,2019-11-23,9,23,6,sáb,nov,11,4,2019
12162,4772,2019-11-24T12:50:02.345050Z,TXN,"",,,,93.9504648450733,"",,2019-11-24,6,24,7,dom,nov,11,4,2019
12163,4773,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12164,4774,2020-02-17T00:35:43.896422Z,RESPONSE,"",,,,,"",,2020-02-17,18,16,7,dom,feb,2,1,2020
12165,4774,2020-02-18T05:09:57.859286Z,RISK,"",,,,,"",,2020-02-18,23,17,1,lun,feb,2,1,2020
12166,4774,2020-02-19T16:18:55.465373Z,APPROVED,DIGITAL,0.41,1500,34,,"",,2020-02-19,10,19,3,mié,feb,2,1,2020
12167,4774,2020-02-22T17:43:37.317331Z,TXN,"",,,,120.982516959255,"",,2020-02-22,11,22,6,sáb,feb,2,1,2020
12168,4774,2020-03-25T14:26:46.828291Z,TXN,"",,,,953.273180813869,"",,2020-03-25,8,25,3,mié,mar,3,1,2020
12169,4775,2019-11-15T15:34:55.065302Z,RESPONSE,"",,,,,"",,2019-11-15,9,15,5,vie,nov,11,4,2019
12170,4775,2019-11-16T23:29:00.551645Z,RISK,"",,,,,"",,2019-11-16,17,16,6,sáb,nov,11,4,2019
12171,4775,2019-11-17T16:58:21.104717Z,REJECTED,MOP,,,,,"",,2019-11-17,10,17,7,dom,nov,11,4,2019
12172,4778,2019-11-11T09:20:03.474413Z,RESPONSE,"",,,,,"",,2019-11-11,3,11,1,lun,nov,11,4,2019
12173,4778,2019-11-12T05:57:55.260605Z,RISK,"",,,,,"",,2019-11-12,23,11,1,lun,nov,11,4,2019
12174,4778,2019-12-05T07:02:42.413194Z,APPROVED,PLASTIC,0.46,58200,45,,"",,2019-12-05,1,5,4,jue,dic,12,4,2019
12175,4778,2019-12-05T21:07:29.663530Z,DELIVERED,"",,,,,44100,2,2019-12-05,15,5,4,jue,dic,12,4,2019
12176,4778,2019-12-31T19:00:49.690051Z,TXN,"",,,,166.817112778899,"",,2019-12-31,13,31,2,mar,dic,12,4,2019
12177,4778,2020-01-04T01:31:43.648032Z,TXN,"",,,,32.2083427976972,"",,2020-01-04,19,3,5,vie,ene,1,1,2020
12178,4778,2020-01-07T08:07:59.745907Z,TXN,"",,,,115.085308969587,"",,2020-01-07,2,7,2,mar,ene,1,1,2020
12179,4779,2019-11-29T13:30:05.018458Z,RESPONSE,"",,,,,"",,2019-11-29,7,29,5,vie,nov,11,4,2019
12180,4779,2019-12-09T01:06:08.365824Z,RISK,"",,,,,"",,2019-12-09,19,8,7,dom,dic,12,4,2019
12181,4779,2019-12-11T18:20:57.468970Z,APPROVED,PLASTIC,0.39,39000,34,,"",,2019-12-11,12,11,3,mié,dic,12,4,2019
12182,4779,2019-12-12T02:34:40.569859Z,DELIVERED,"",,,,,53100,1,2019-12-12,20,11,3,mié,dic,12,4,2019
12183,4779,2020-03-02T09:05:04.804944Z,TXN,"",,,,6354.05155447169,"",,2020-03-02,3,2,1,lun,mar,3,1,2020
12184,4779,2020-03-02T11:21:24.666106Z,TXN,"",,,,214.040145961305,"",,2020-03-02,5,2,1,lun,mar,3,1,2020
12185,4779,2020-03-05T12:06:58.557456Z,TXN,"",,,,353.94487661702,"",,2020-03-05,6,5,4,jue,mar,3,1,2020
12186,4779,2020-03-05T17:15:47.295533Z,TXN,"",,,,2151.65690288597,"",,2020-03-05,11,5,4,jue,mar,3,1,2020
12187,4779,2020-03-09T10:36:53.418902Z,TXN,"",,,,49.7489385372474,"",,2020-03-09,4,9,1,lun,mar,3,1,2020
12188,4780,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12189,4781,2019-11-26T10:14:49.387546Z,RESPONSE,"",,,,,"",,2019-11-26,4,26,2,mar,nov,11,4,2019
12190,4781,2019-12-02T17:12:52.664371Z,RISK,"",,,,,"",,2019-12-02,11,2,1,lun,dic,12,4,2019
12191,4781,2019-12-02T22:15:58.697626Z,REJECTED,MOP,,,,,"",,2019-12-02,16,2,1,lun,dic,12,4,2019
12192,4783,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12193,4785,2019-11-11T22:09:44.316058Z,RESPONSE,"",,,,,"",,2019-11-11,16,11,1,lun,nov,11,4,2019
12194,4785,2019-11-13T04:24:59.954227Z,RISK,"",,,,,"",,2019-11-13,22,12,2,mar,nov,11,4,2019
12195,4785,2019-11-14T11:32:13.845206Z,REJECTED,MOP,,,,,"",,2019-11-14,5,14,4,jue,nov,11,4,2019
12196,4786,2019-11-11T09:06:47.217110Z,RESPONSE,"",,,,,"",,2019-11-11,3,11,1,lun,nov,11,4,2019
12197,4786,2019-11-16T00:34:31.386Z,RISK,"",,,,,"",,2019-11-16,18,15,5,vie,nov,11,4,2019
12198,4786,2019-11-17T02:30:00.586166Z,APPROVED,DIGITAL,0.37,17800,38,,"",,2019-11-17,20,16,6,sáb,nov,11,4,2019
12199,4786,2019-11-19T00:49:26.253955Z,TXN,"",,,,17.3607853810777,"",,2019-11-19,18,18,1,lun,nov,11,4,2019
12200,4786,2019-11-19T10:52:08.113497Z,TXN,"",,,,456.677000335997,"",,2019-11-19,4,19,2,mar,nov,11,4,2019
12201,4786,2019-11-19T14:24:20.929968Z,TXN,"",,,,3144.41817597382,"",,2019-11-19,8,19,2,mar,nov,11,4,2019
12202,4786,2019-11-22T11:09:39.464035Z,TXN,"",,,,311.237326252572,"",,2019-11-22,5,22,5,vie,nov,11,4,2019
12203,4787,2019-11-12T01:19:21.612346Z,RESPONSE,"",,,,,"",,2019-11-12,19,11,1,lun,nov,11,4,2019
12204,4787,2019-11-13T05:30:05.662512Z,RISK,"",,,,,"",,2019-11-13,23,12,2,mar,nov,11,4,2019
12205,4787,2019-11-13T21:56:41.882323Z,APPROVED,PLASTIC,0.41,35000,36,,"",,2019-11-13,15,13,3,mié,nov,11,4,2019
12206,4787,2019-11-16T16:09:09.948211Z,DELIVERED,"",,,,,53100,2,2019-11-16,10,16,6,sáb,nov,11,4,2019
12207,4787,2019-11-20T23:19:59.794867Z,TXN,"",,,,36.8866403757562,"",,2019-11-20,17,20,3,mié,nov,11,4,2019
12208,4788,2019-11-22T01:38:48.075331Z,RESPONSE,"",,,,,"",,2019-11-22,19,21,4,jue,nov,11,4,2019
12209,4788,2019-11-23T05:04:32.234016Z,RISK,"",,,,,"",,2019-11-23,23,22,5,vie,nov,11,4,2019
12210,4788,2019-11-28T21:36:07.595338Z,REJECTED,USAGE,,,,,"",,2019-11-28,15,28,4,jue,nov,11,4,2019
12211,4789,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12212,4790,2019-11-12T19:43:30.128909Z,RESPONSE,"",,,,,"",,2019-11-12,13,12,2,mar,nov,11,4,2019
12213,4790,2019-11-16T08:14:31.463635Z,RISK,"",,,,,"",,2019-11-16,2,16,6,sáb,nov,11,4,2019
12214,4790,2019-11-20T00:43:41.846102Z,APPROVED,PLASTIC,0.49,2200,37,,"",,2019-11-20,18,19,2,mar,nov,11,4,2019
12215,4790,2019-11-21T14:41:34.803341Z,DELIVERED,"",,,,,44100,2,2019-11-21,8,21,4,jue,nov,11,4,2019
12216,4790,2019-11-22T15:15:25.582637Z,TXN,"",,,,784.768263760549,"",,2019-11-22,9,22,5,vie,nov,11,4,2019
12217,4790,2019-11-22T20:42:13.674010Z,TXN,"",,,,30.9070909529781,"",,2019-11-22,14,22,5,vie,nov,11,4,2019
12218,4790,2019-12-06T04:48:02.981578Z,TXN,"",,,,36.0999772401325,"",,2019-12-06,22,5,4,jue,dic,12,4,2019
12219,4790,2019-12-06T13:44:07.937808Z,TXN,"",,,,90.2757296088951,"",,2019-12-06,7,6,5,vie,dic,12,4,2019
12220,4790,2020-01-15T01:42:44.695555Z,TXN,"",,,,478.563286499327,"",,2020-01-15,19,14,2,mar,ene,1,1,2020
12221,4792,2019-11-22T07:03:41.171069Z,RESPONSE,"",,,,,"",,2019-11-22,1,22,5,vie,nov,11,4,2019
12222,4792,2019-11-23T19:07:49.990109Z,RISK,"",,,,,"",,2019-11-23,13,23,6,sáb,nov,11,4,2019
12223,4792,2019-11-24T08:44:25.735718Z,APPROVED,DIGITAL,0.4,2900,36,,"",,2019-11-24,2,24,7,dom,nov,11,4,2019
12224,4792,2019-11-24T15:47:24.525427Z,TXN,"",,,,17485.3605722814,"",,2019-11-24,9,24,7,dom,nov,11,4,2019
12225,4792,2019-11-24T20:51:07.689859Z,TXN,"",,,,1952.00841581778,"",,2019-11-24,14,24,7,dom,nov,11,4,2019
12226,4792,2020-02-15T12:19:31.225354Z,TXN,"",,,,100.040049621031,"",,2020-02-15,6,15,6,sáb,feb,2,1,2020
12227,4792,2020-02-16T20:10:55.622698Z,TXN,"",,,,814.588061518654,"",,2020-02-16,14,16,7,dom,feb,2,1,2020
12228,4792,2020-02-22T09:55:47.583984Z,TXN,"",,,,208.462357031935,"",,2020-02-22,3,22,6,sáb,feb,2,1,2020
12229,4793,2019-11-12T04:40:49.282954Z,RESPONSE,"",,,,,"",,2019-11-12,22,11,1,lun,nov,11,4,2019
12230,4793,2019-11-13T18:32:27.964118Z,RISK,"",,,,,"",,2019-11-13,12,13,3,mié,nov,11,4,2019
12231,4793,2019-11-16T10:35:43.922890Z,REJECTED,INCOME,,,,,"",,2019-11-16,4,16,6,sáb,nov,11,4,2019
12232,4795,2019-11-12T06:02:01.024714Z,RESPONSE,"",,,,,"",,2019-11-12,0,12,2,mar,nov,11,4,2019
12233,4795,2019-11-13T12:57:30.211114Z,RISK,"",,,,,"",,2019-11-13,6,13,3,mié,nov,11,4,2019
12234,4795,2019-11-14T12:20:01.185850Z,REJECTED,EMPTY,,,,,"",,2019-11-14,6,14,4,jue,nov,11,4,2019
12235,4796,2019-11-12T04:47:28.552992Z,RESPONSE,"",,,,,"",,2019-11-12,22,11,1,lun,nov,11,4,2019
12236,4796,2019-11-15T04:30:52.460957Z,RISK,"",,,,,"",,2019-11-15,22,14,4,jue,nov,11,4,2019
12237,4796,2019-11-16T04:41:42.475114Z,REJECTED,EMPTY,,,,,"",,2019-11-16,22,15,5,vie,nov,11,4,2019
12238,4797,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12239,4798,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
12240,4799,2019-12-28T11:05:18.836102Z,RESPONSE,"",,,,,"",,2019-12-28,5,28,6,sáb,dic,12,4,2019
12241,4799,2019-12-29T10:05:32.518118Z,RISK,"",,,,,"",,2019-12-29,4,29,7,dom,dic,12,4,2019
12242,4799,2019-12-30T10:36:29.262499Z,REJECTED,EMPTY,,,,,"",,2019-12-30,4,30,1,lun,dic,12,4,2019
12243,4801,2019-11-15T22:33:14.372438Z,RESPONSE,"",,,,,"",,2019-11-15,16,15,5,vie,nov,11,4,2019
12244,4801,2019-11-28T17:36:51.373670Z,RISK,"",,,,,"",,2019-11-28,11,28,4,jue,nov,11,4,2019
12245,4801,2019-11-30T23:51:43.169760Z,APPROVED,PLASTIC,0.42,17300,39,,"",,2019-11-30,17,30,6,sáb,nov,11,4,2019
12246,4801,2019-12-10T07:03:13.071024Z,DELIVERED,"",,,,,44100,2,2019-12-10,1,10,2,mar,dic,12,4,2019
12247,4801,2019-12-11T12:19:59.804227Z,TXN,"",,,,206.703897839478,"",,2019-12-11,6,11,3,mié,dic,12,4,2019
12248,4801,2019-12-12T01:02:41.147693Z,TXN,"",,,,213.307148981416,"",,2019-12-12,19,11,3,mié,dic,12,4,2019
12249,4802,2019-11-11T10:37:19.726665Z,RESPONSE,"",,,,,"",,2019-11-11,4,11,1,lun,nov,11,4,2019
12250,4802,2019-11-18T00:52:03.499104Z,RISK,"",,,,,"",,2019-11-18,18,17,7,dom,nov,11,4,2019
12251,4802,2019-11-19T16:52:51.770640Z,REJECTED,EMPTY,,,,,"",,2019-11-19,10,19,2,mar,nov,11,4,2019
12252,4804,2019-11-12T21:08:54.178973Z,RESPONSE,"",,,,,"",,2019-11-12,15,12,2,mar,nov,11,4,2019
12253,4804,2019-11-15T09:03:48.845088Z,RISK,"",,,,,"",,2019-11-15,3,15,5,vie,nov,11,4,2019
12254,4804,2019-11-24T22:17:18.604925Z,APPROVED,DIGITAL,0.33,13000,33,,"",,2019-11-24,16,24,7,dom,nov,11,4,2019
12255,4804,2019-11-26T13:02:35.352931Z,TXN,"",,,,1181.35864304256,"",,2019-11-26,7,26,2,mar,nov,11,4,2019
12256,4804,2019-11-28T22:31:27.027091Z,TXN,"",,,,63.1532140727436,"",,2019-11-28,16,28,4,jue,nov,11,4,2019
12257,4804,2019-11-29T15:54:27.650938Z,TXN,"",,,,328.823088640191,"",,2019-11-29,9,29,5,vie,nov,11,4,2019
12258,4804,2019-12-02T22:49:48.171245Z,TXN,"",,,,1817.41731284237,"",,2019-12-02,16,2,1,lun,dic,12,4,2019
12259,4806,2019-11-11T10:37:09.459581Z,RESPONSE,"",,,,,"",,2019-11-11,4,11,1,lun,nov,11,4,2019
12260,4806,2019-11-14T16:12:20.162390Z,RISK,"",,,,,"",,2019-11-14,10,14,4,jue,nov,11,4,2019
12261,4806,2019-11-15T16:58:25.738349Z,APPROVED,PLASTIC,0.45,900,39,,"",,2019-11-15,10,15,5,vie,nov,11,4,2019
12262,4806,2019-11-21T17:44:08.616077Z,DELIVERED,"",,,,,44100,1,2019-11-21,11,21,4,jue,nov,11,4,2019
12263,4806,2019-11-28T10:37:41.262470Z,TXN,"",,,,9259.44930842264,"",,2019-11-28,4,28,4,jue,nov,11,4,2019
12264,4806,2019-12-01T13:59:06.044467Z,TXN,"",,,,37.6863850478686,"",,2019-12-01,7,1,7,dom,dic,12,4,2019
12265,4806,2019-12-13T01:26:56.980954Z,TXN,"",,,,21.6370854438073,"",,2019-12-13,19,12,4,jue,dic,12,4,2019
12266,4808,2019-11-11T14:17:19.201718Z,RESPONSE,"",,,,,"",,2019-11-11,8,11,1,lun,nov,11,4,2019
12267,4808,2019-11-12T07:43:13.973837Z,RISK,"",,,,,"",,2019-11-12,1,12,2,mar,nov,11,4,2019
12268,4808,2019-11-14T17:14:29.444899Z,REJECTED,USAGE,,,,,"",,2019-11-14,11,14,4,jue,nov,11,4,2019
12269,4809,2019-11-11T15:51:35.854906Z,RESPONSE,"",,,,,"",,2019-11-11,9,11,1,lun,nov,11,4,2019
12270,4809,2019-11-13T10:44:27.579552Z,RISK,"",,,,,"",,2019-11-13,4,13,3,mié,nov,11,4,2019
12271,4809,2019-11-15T02:48:35.137440Z,APPROVED,PLASTIC,0.34,16900,36,,"",,2019-11-15,20,14,4,jue,nov,11,4,2019
12272,4809,2019-11-16T21:45:22.463914Z,DELIVERED,"",,,,,44620,4,2019-11-16,15,16,6,sáb,nov,11,4,2019
